BRCD,BRANCH,CIRCLE,NETWORK,MOD NO,MODULE,REG NO,BGL,BGLDESC,BALANCE,BM_MOBILE
1312,TIRUCHIRAPALLI TOWN                     ,CHENNAI,2,22,TRICHY,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,5065817.77,
1312,TIRUCHIRAPALLI TOWN                     ,CHENNAI,2,22,TRICHY,1,98602,INTER OFFICE INSTRUMENTS AC,-226843209.7,
1312,TIRUCHIRAPALLI TOWN                     ,CHENNAI,2,22,TRICHY,1,98731,SUSPENSE - OTHERS,-253944,
1363,"HEAVY ELECTRICAL, KAILASAPURAM          ",CHENNAI,2,22,TRICHY,1,98602,INTER OFFICE INSTRUMENTS AC,724531260.5,
1363,"HEAVY ELECTRICAL, KAILASAPURAM          ",CHENNAI,2,22,TRICHY,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,5203656.64,
1363,"HEAVY ELECTRICAL, KAILASAPURAM          ",CHENNAI,2,22,TRICHY,1,98581,ATM CASH DISB-CUST AC NOT DEBITED,-20202.46,
1363,"HEAVY ELECTRICAL, KAILASAPURAM          ",CHENNAI,2,22,TRICHY,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,381000,
1363,"HEAVY ELECTRICAL, KAILASAPURAM          ",CHENNAI,2,22,TRICHY,1,3199844,ATM EXCESS CASH ACCOUNT,81500,
1363,"HEAVY ELECTRICAL, KAILASAPURAM          ",CHENNAI,2,22,TRICHY,1,98655,SUSP - SC CONTRA AC,-93730,
1363,"HEAVY ELECTRICAL, KAILASAPURAM          ",CHENNAI,2,22,TRICHY,1,98731,SUSPENSE - OTHERS,-213568,
1363,"HEAVY ELECTRICAL, KAILASAPURAM          ",CHENNAI,2,22,TRICHY,1,4597997,INB MISCELLANEOUS CREDIT IMPS,10000,
1363,"HEAVY ELECTRICAL, KAILASAPURAM          ",CHENNAI,2,22,TRICHY,1,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,2000,
1363,"HEAVY ELECTRICAL, KAILASAPURAM          ",CHENNAI,2,22,TRICHY,1,98656,SUSP - SC CONTRA AC,93730,
1363,"HEAVY ELECTRICAL, KAILASAPURAM          ",CHENNAI,2,22,TRICHY,1,98728,SUSPENSE - ADHOC PAYMENTS,-29256,
1384,METTUPALAYAM                            ,CHENNAI,3,31,COIMBATORE,2,98751,SUNDRY DEPOSITS-OTHERS,13766,
1384,METTUPALAYAM                            ,CHENNAI,3,31,COIMBATORE,2,98746,SD - EXCESS CASH,20000,
1384,METTUPALAYAM                            ,CHENNAI,3,31,COIMBATORE,2,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,135900,
1384,METTUPALAYAM                            ,CHENNAI,3,31,COIMBATORE,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,15719745.35,
1384,METTUPALAYAM                            ,CHENNAI,3,31,COIMBATORE,2,98602,INTER OFFICE INSTRUMENTS AC,389664832.6,
1384,METTUPALAYAM                            ,CHENNAI,3,31,COIMBATORE,2,98731,SUSPENSE - OTHERS,-780,
1384,METTUPALAYAM                            ,CHENNAI,3,31,COIMBATORE,2,3199844,ATM EXCESS CASH ACCOUNT,134500,
1384,METTUPALAYAM                            ,CHENNAI,3,31,COIMBATORE,2,4898587,Diff in parking ac with INB facility,309476,
1384,METTUPALAYAM                            ,CHENNAI,3,31,COIMBATORE,2,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,100,
1418,KARAIKAL                                ,CHENNAI,2,22,TRICHY,5,98581,ATM CASH DISB-CUST AC NOT DEBITED,-21604.5,
1418,KARAIKAL                                ,CHENNAI,2,22,TRICHY,5,98751,SUNDRY DEPOSITS-OTHERS,246422,
1418,KARAIKAL                                ,CHENNAI,2,22,TRICHY,5,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,113700,
1418,KARAIKAL                                ,CHENNAI,2,22,TRICHY,5,3199844,ATM EXCESS CASH ACCOUNT,3604.07,
1418,KARAIKAL                                ,CHENNAI,2,22,TRICHY,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,22039127.96,
1418,KARAIKAL                                ,CHENNAI,2,22,TRICHY,5,98602,INTER OFFICE INSTRUMENTS AC,21482057455,
1418,KARAIKAL                                ,CHENNAI,2,22,TRICHY,5,4898587,Diff in parking ac with INB facility,14176693,
1418,KARAIKAL                                ,CHENNAI,2,22,TRICHY,5,4897945,Sys. Suspense Govt. Challan with clg cheque,1366997,
1418,KARAIKAL                                ,CHENNAI,2,22,TRICHY,5,98655,SUSP - SC CONTRA AC,51638,
1418,KARAIKAL                                ,CHENNAI,2,22,TRICHY,5,98656,SUSP - SC CONTRA AC,-51638,
1418,KARAIKAL                                ,CHENNAI,2,22,TRICHY,5,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,47505,
1418,KARAIKAL                                ,CHENNAI,2,22,TRICHY,5,98728,SUSPENSE - ADHOC PAYMENTS,-330872,
1418,KARAIKAL                                ,CHENNAI,2,22,TRICHY,5,98731,SUSPENSE - OTHERS,-3423393.98,
1418,KARAIKAL                                ,CHENNAI,2,22,TRICHY,5,3199304,SUNDRY DEPOSIT NEFT-GRPT FAILED TX,17000,
1444,KODAMBAKKAM (CHENNAI)                   ,CHENNAI,1,11,CHENNAI NORTH,2,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,27200,
1444,KODAMBAKKAM (CHENNAI)                   ,CHENNAI,1,11,CHENNAI NORTH,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,12633156.74,
1444,KODAMBAKKAM (CHENNAI)                   ,CHENNAI,1,11,CHENNAI NORTH,2,98602,INTER OFFICE INSTRUMENTS AC,1172830913,
1444,KODAMBAKKAM (CHENNAI)                   ,CHENNAI,1,11,CHENNAI NORTH,2,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,2000,
1444,KODAMBAKKAM (CHENNAI)                   ,CHENNAI,1,11,CHENNAI NORTH,2,98728,SUSPENSE - ADHOC PAYMENTS,-165436,
1444,KODAMBAKKAM (CHENNAI)                   ,CHENNAI,1,11,CHENNAI NORTH,2,98731,SUSPENSE - OTHERS,-2501,
1444,KODAMBAKKAM (CHENNAI)                   ,CHENNAI,1,11,CHENNAI NORTH,2,98751,SUNDRY DEPOSITS-OTHERS,162209,
1476,MINT TERMINUS (CHENNAI)                 ,CHENNAI,1,11,CHENNAI NORTH,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,8102387.49,
1476,MINT TERMINUS (CHENNAI)                 ,CHENNAI,1,11,CHENNAI NORTH,1,98602,INTER OFFICE INSTRUMENTS AC,265867025.8,
1476,MINT TERMINUS (CHENNAI)                 ,CHENNAI,1,11,CHENNAI NORTH,1,98728,SUSPENSE - ADHOC PAYMENTS,-156000,
1476,MINT TERMINUS (CHENNAI)                 ,CHENNAI,1,11,CHENNAI NORTH,1,98731,SUSPENSE - OTHERS,-505.91,
1476,MINT TERMINUS (CHENNAI)                 ,CHENNAI,1,11,CHENNAI NORTH,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,340500,
1476,MINT TERMINUS (CHENNAI)                 ,CHENNAI,1,11,CHENNAI NORTH,1,98751,SUNDRY DEPOSITS-OTHERS,78432,
1476,MINT TERMINUS (CHENNAI)                 ,CHENNAI,1,11,CHENNAI NORTH,1,3199844,ATM EXCESS CASH ACCOUNT,1800,
1479,VINAYAGANAGAR (MADURAI)                 ,CHENNAI,2,21,MADURAI,1,98728,SUSPENSE - ADHOC PAYMENTS,-5000,
1479,VINAYAGANAGAR (MADURAI)                 ,CHENNAI,2,21,MADURAI,1,98731,SUSPENSE - OTHERS,-298042,
1479,VINAYAGANAGAR (MADURAI)                 ,CHENNAI,2,21,MADURAI,1,98656,SUSP - SC CONTRA AC,-10336,
1479,VINAYAGANAGAR (MADURAI)                 ,CHENNAI,2,21,MADURAI,1,98655,SUSP - SC CONTRA AC,10336,
1479,VINAYAGANAGAR (MADURAI)                 ,CHENNAI,2,21,MADURAI,1,4599270,CASH POINT ADMIN DECREASE ACCOUNT,-3499400,
1479,VINAYAGANAGAR (MADURAI)                 ,CHENNAI,2,21,MADURAI,1,98602,INTER OFFICE INSTRUMENTS AC,255277762.6,
1479,VINAYAGANAGAR (MADURAI)                 ,CHENNAI,2,21,MADURAI,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,18507777.1,
1479,VINAYAGANAGAR (MADURAI)                 ,CHENNAI,2,21,MADURAI,1,98585,IOI TO BE ISSUED AC,4955,
1479,VINAYAGANAGAR (MADURAI)                 ,CHENNAI,2,21,MADURAI,1,98581,ATM CASH DISB-CUST AC NOT DEBITED,-14000,
1479,VINAYAGANAGAR (MADURAI)                 ,CHENNAI,2,21,MADURAI,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,316300,
1479,VINAYAGANAGAR (MADURAI)                 ,CHENNAI,2,21,MADURAI,1,98746,SD - EXCESS CASH,17100,
1479,VINAYAGANAGAR (MADURAI)                 ,CHENNAI,2,21,MADURAI,1,98751,SUNDRY DEPOSITS-OTHERS,185758,
1479,VINAYAGANAGAR (MADURAI)                 ,CHENNAI,2,21,MADURAI,1,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,500,
1498,SATHYAMANGALAM                          ,CHENNAI,3,31,COIMBATORE,3,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,5000,
1498,SATHYAMANGALAM                          ,CHENNAI,3,31,COIMBATORE,3,3199845,ATM EXCESS CASH FOUND ACCOUNT,-800,
1498,SATHYAMANGALAM                          ,CHENNAI,3,31,COIMBATORE,3,4898587,Diff in parking ac with INB facility,23171,
1498,SATHYAMANGALAM                          ,CHENNAI,3,31,COIMBATORE,3,98602,INTER OFFICE INSTRUMENTS AC,-128721032.7,
1498,SATHYAMANGALAM                          ,CHENNAI,3,31,COIMBATORE,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,6175934.93,
1498,SATHYAMANGALAM                          ,CHENNAI,3,31,COIMBATORE,3,98751,SUNDRY DEPOSITS-OTHERS,369572.13,
1498,SATHYAMANGALAM                          ,CHENNAI,3,31,COIMBATORE,3,98581,ATM CASH DISB-CUST AC NOT DEBITED,-3000,
1498,SATHYAMANGALAM                          ,CHENNAI,3,31,COIMBATORE,3,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,219200,
1498,SATHYAMANGALAM                          ,CHENNAI,3,31,COIMBATORE,3,3199844,ATM EXCESS CASH ACCOUNT,592200,
1498,SATHYAMANGALAM                          ,CHENNAI,3,31,COIMBATORE,3,98731,SUSPENSE - OTHERS,-448944,
1498,SATHYAMANGALAM                          ,CHENNAI,3,31,COIMBATORE,3,98593,RTGS REJECTED TXNS AC,3655785,
1515,PURASAWALKAM (CHENNAI )                 ,CHENNAI,1,11,CHENNAI NORTH,1,98751,SUNDRY DEPOSITS-OTHERS,2586202.6,
1515,PURASAWALKAM (CHENNAI )                 ,CHENNAI,1,11,CHENNAI NORTH,1,3199844,ATM EXCESS CASH ACCOUNT,8600,
1515,PURASAWALKAM (CHENNAI )                 ,CHENNAI,1,11,CHENNAI NORTH,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,386200,
1515,PURASAWALKAM (CHENNAI )                 ,CHENNAI,1,11,CHENNAI NORTH,1,98581,ATM CASH DISB-CUST AC NOT DEBITED,-5614.06,
1515,PURASAWALKAM (CHENNAI )                 ,CHENNAI,1,11,CHENNAI NORTH,1,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-100000,
1515,PURASAWALKAM (CHENNAI )                 ,CHENNAI,1,11,CHENNAI NORTH,1,98602,INTER OFFICE INSTRUMENTS AC,1508575220,
1515,PURASAWALKAM (CHENNAI )                 ,CHENNAI,1,11,CHENNAI NORTH,1,4597997,INB MISCELLANEOUS CREDIT IMPS,16416.1,
1515,PURASAWALKAM (CHENNAI )                 ,CHENNAI,1,11,CHENNAI NORTH,1,98731,SUSPENSE - OTHERS,-210000,
1515,PURASAWALKAM (CHENNAI )                 ,CHENNAI,1,11,CHENNAI NORTH,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,20882039.83,
1516,EGMORE (CHENNAI)                        ,CHENNAI,1,11,CHENNAI NORTH,1,98602,INTER OFFICE INSTRUMENTS AC,2200875059,
1516,EGMORE (CHENNAI)                        ,CHENNAI,1,11,CHENNAI NORTH,1,4898587,Diff in parking ac with INB facility,1177880,
1516,EGMORE (CHENNAI)                        ,CHENNAI,1,11,CHENNAI NORTH,1,4597997,INB MISCELLANEOUS CREDIT IMPS,2228,
1516,EGMORE (CHENNAI)                        ,CHENNAI,1,11,CHENNAI NORTH,1,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,900,
1516,EGMORE (CHENNAI)                        ,CHENNAI,1,11,CHENNAI NORTH,1,98655,SUSP - SC CONTRA AC,-804174,
1516,EGMORE (CHENNAI)                        ,CHENNAI,1,11,CHENNAI NORTH,1,98656,SUSP - SC CONTRA AC,804174,
1516,EGMORE (CHENNAI)                        ,CHENNAI,1,11,CHENNAI NORTH,1,98731,SUSPENSE - OTHERS,-188423.88,
1516,EGMORE (CHENNAI)                        ,CHENNAI,1,11,CHENNAI NORTH,1,98728,SUSPENSE - ADHOC PAYMENTS,-2000,
1516,EGMORE (CHENNAI)                        ,CHENNAI,1,11,CHENNAI NORTH,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,18724730.06,
1516,EGMORE (CHENNAI)                        ,CHENNAI,1,11,CHENNAI NORTH,1,2399775,INTER BRANCH TRANSFER CREDIT (NDTL),500175,
1516,EGMORE (CHENNAI)                        ,CHENNAI,1,11,CHENNAI NORTH,1,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-150000,
1516,EGMORE (CHENNAI)                        ,CHENNAI,1,11,CHENNAI NORTH,1,98751,SUNDRY DEPOSITS-OTHERS,77415628,
1516,EGMORE (CHENNAI)                        ,CHENNAI,1,11,CHENNAI NORTH,1,3199844,ATM EXCESS CASH ACCOUNT,18400,
1516,EGMORE (CHENNAI)                        ,CHENNAI,1,11,CHENNAI NORTH,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,277259,
1516,EGMORE (CHENNAI)                        ,CHENNAI,1,11,CHENNAI NORTH,1,98746,SD - EXCESS CASH,1000,
1516,EGMORE (CHENNAI)                        ,CHENNAI,1,11,CHENNAI NORTH,1,98576,SD . UNIDENTIFIED CREDITS . CASH B,10172,
1516,EGMORE (CHENNAI)                        ,CHENNAI,1,11,CHENNAI NORTH,1,98533,SYSTEM SUSPENSE AC - ORIG CREDIT,600,
1516,EGMORE (CHENNAI)                        ,CHENNAI,1,11,CHENNAI NORTH,1,98581,ATM CASH DISB-CUST AC NOT DEBITED,-1313.56,
1541,SRI R K  VIDYALAYA                      ,CHENNAI,3,31,COIMBATORE,2,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,308700,
1541,SRI R K  VIDYALAYA                      ,CHENNAI,3,31,COIMBATORE,2,98581,ATM CASH DISB-CUST AC NOT DEBITED,-6011.8,
1541,SRI R K  VIDYALAYA                      ,CHENNAI,3,31,COIMBATORE,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,7125504.04,
1541,SRI R K  VIDYALAYA                      ,CHENNAI,3,31,COIMBATORE,2,98602,INTER OFFICE INSTRUMENTS AC,261628996.4,
1541,SRI R K  VIDYALAYA                      ,CHENNAI,3,31,COIMBATORE,2,98731,SUSPENSE - OTHERS,-5080,
1541,SRI R K  VIDYALAYA                      ,CHENNAI,3,31,COIMBATORE,2,98746,SD - EXCESS CASH,500,
1541,SRI R K  VIDYALAYA                      ,CHENNAI,3,31,COIMBATORE,2,3199844,ATM EXCESS CASH ACCOUNT,33500,
1541,SRI R K  VIDYALAYA                      ,CHENNAI,3,31,COIMBATORE,2,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-18826,
1603,TIRUVOTTIYUR                            ,CHENNAI,1,11,CHENNAI NORTH,3,98576,SD . UNIDENTIFIED CREDITS . CASH B,40000,
1603,TIRUVOTTIYUR                            ,CHENNAI,1,11,CHENNAI NORTH,3,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,206800,
1603,TIRUVOTTIYUR                            ,CHENNAI,1,11,CHENNAI NORTH,3,98751,SUNDRY DEPOSITS-OTHERS,400670.73,
1603,TIRUVOTTIYUR                            ,CHENNAI,1,11,CHENNAI NORTH,3,2399775,INTER BRANCH TRANSFER CREDIT (NDTL),226551,
1603,TIRUVOTTIYUR                            ,CHENNAI,1,11,CHENNAI NORTH,3,3199844,ATM EXCESS CASH ACCOUNT,92400,
1603,TIRUVOTTIYUR                            ,CHENNAI,1,11,CHENNAI NORTH,3,98581,ATM CASH DISB-CUST AC NOT DEBITED,-84242.8,
1603,TIRUVOTTIYUR                            ,CHENNAI,1,11,CHENNAI NORTH,3,98655,SUSP - SC CONTRA AC,-2829454,
1603,TIRUVOTTIYUR                            ,CHENNAI,1,11,CHENNAI NORTH,3,98656,SUSP - SC CONTRA AC,2829454,
1603,TIRUVOTTIYUR                            ,CHENNAI,1,11,CHENNAI NORTH,3,98602,INTER OFFICE INSTRUMENTS AC,651125332.6,
1603,TIRUVOTTIYUR                            ,CHENNAI,1,11,CHENNAI NORTH,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,15413909.23,
1603,TIRUVOTTIYUR                            ,CHENNAI,1,11,CHENNAI NORTH,3,98582,CUST AC DEBITED - ATM CASH NOT DISBURSED,4000,
1603,TIRUVOTTIYUR                            ,CHENNAI,1,11,CHENNAI NORTH,3,4597997,INB MISCELLANEOUS CREDIT IMPS,2263.48,
1613,AGRI COMM BRANCH PONDICHERRY            ,CHENNAI,3,32,SALEM,3,3199844,ATM EXCESS CASH ACCOUNT,108000,
1613,AGRI COMM BRANCH PONDICHERRY            ,CHENNAI,3,32,SALEM,3,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,158100,
1613,AGRI COMM BRANCH PONDICHERRY            ,CHENNAI,3,32,SALEM,3,98581,ATM CASH DISB-CUST AC NOT DEBITED,-427.74,
1613,AGRI COMM BRANCH PONDICHERRY            ,CHENNAI,3,32,SALEM,3,98751,SUNDRY DEPOSITS-OTHERS,390,
1613,AGRI COMM BRANCH PONDICHERRY            ,CHENNAI,3,32,SALEM,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,7208834.36,
1613,AGRI COMM BRANCH PONDICHERRY            ,CHENNAI,3,32,SALEM,3,98602,INTER OFFICE INSTRUMENTS AC,870148268.9,
1613,AGRI COMM BRANCH PONDICHERRY            ,CHENNAI,3,32,SALEM,3,98731,SUSPENSE - OTHERS,-62725.04,
1617,NATIONAL INSTITUTE OF TECHNOLOGY        ,CHENNAI,2,22,TRICHY,1,98731,SUSPENSE - OTHERS,-39755,
1617,NATIONAL INSTITUTE OF TECHNOLOGY        ,CHENNAI,2,22,TRICHY,1,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,680,
1617,NATIONAL INSTITUTE OF TECHNOLOGY        ,CHENNAI,2,22,TRICHY,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,51800,
1617,NATIONAL INSTITUTE OF TECHNOLOGY        ,CHENNAI,2,22,TRICHY,1,98751,SUNDRY DEPOSITS-OTHERS,122803.32,
1617,NATIONAL INSTITUTE OF TECHNOLOGY        ,CHENNAI,2,22,TRICHY,1,98655,SUSP - SC CONTRA AC,-71738,
1617,NATIONAL INSTITUTE OF TECHNOLOGY        ,CHENNAI,2,22,TRICHY,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,5781736.87,
1617,NATIONAL INSTITUTE OF TECHNOLOGY        ,CHENNAI,2,22,TRICHY,1,98602,INTER OFFICE INSTRUMENTS AC,-66728711.19,
1617,NATIONAL INSTITUTE OF TECHNOLOGY        ,CHENNAI,2,22,TRICHY,1,98656,SUSP - SC CONTRA AC,71738,
1617,NATIONAL INSTITUTE OF TECHNOLOGY        ,CHENNAI,2,22,TRICHY,1,98581,ATM CASH DISB-CUST AC NOT DEBITED,-211.8,
1618,VELLORE TOWN                            ,CHENNAI,1,11,CHENNAI NORTH,4,98576,SD . UNIDENTIFIED CREDITS . CASH B,27500,
1618,VELLORE TOWN                            ,CHENNAI,1,11,CHENNAI NORTH,4,98751,SUNDRY DEPOSITS-OTHERS,1528949,
1618,VELLORE TOWN                            ,CHENNAI,1,11,CHENNAI NORTH,4,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,85500,
1618,VELLORE TOWN                            ,CHENNAI,1,11,CHENNAI NORTH,4,98581,ATM CASH DISB-CUST AC NOT DEBITED,-6000,
1618,VELLORE TOWN                            ,CHENNAI,1,11,CHENNAI NORTH,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,6112076.27,
1618,VELLORE TOWN                            ,CHENNAI,1,11,CHENNAI NORTH,4,98602,INTER OFFICE INSTRUMENTS AC,-1833498895,
1618,VELLORE TOWN                            ,CHENNAI,1,11,CHENNAI NORTH,4,98656,SUSP - SC CONTRA AC,37400,
1618,VELLORE TOWN                            ,CHENNAI,1,11,CHENNAI NORTH,4,98655,SUSP - SC CONTRA AC,-37400,
1618,VELLORE TOWN                            ,CHENNAI,1,11,CHENNAI NORTH,4,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,1004575,
1618,VELLORE TOWN                            ,CHENNAI,1,11,CHENNAI NORTH,4,98731,SUSPENSE - OTHERS,-250000,
1618,VELLORE TOWN                            ,CHENNAI,1,11,CHENNAI NORTH,4,3199844,ATM EXCESS CASH ACCOUNT,29700,
1618,VELLORE TOWN                            ,CHENNAI,1,11,CHENNAI NORTH,4,4597997,INB MISCELLANEOUS CREDIT IMPS,896.45,
1619,PALAYAMKOTTAI                           ,CHENNAI,2,21,MADURAI,3,98655,SUSP - SC CONTRA AC,-2410452,
1619,PALAYAMKOTTAI                           ,CHENNAI,2,21,MADURAI,3,4898587,Diff in parking ac with INB facility,155109,
1619,PALAYAMKOTTAI                           ,CHENNAI,2,21,MADURAI,3,98602,INTER OFFICE INSTRUMENTS AC,1196116896,
1619,PALAYAMKOTTAI                           ,CHENNAI,2,21,MADURAI,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,13542538.7,
1619,PALAYAMKOTTAI                           ,CHENNAI,2,21,MADURAI,3,4897932,INWARD SUBSIDY REMIT - NEFT/RTGS,148689,
1619,PALAYAMKOTTAI                           ,CHENNAI,2,21,MADURAI,3,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,262500,
1619,PALAYAMKOTTAI                           ,CHENNAI,2,21,MADURAI,3,3199844,ATM EXCESS CASH ACCOUNT,66984,
1619,PALAYAMKOTTAI                           ,CHENNAI,2,21,MADURAI,3,98751,SUNDRY DEPOSITS-OTHERS,295652,
1619,PALAYAMKOTTAI                           ,CHENNAI,2,21,MADURAI,3,98728,SUSPENSE - ADHOC PAYMENTS,-459520,
1619,PALAYAMKOTTAI                           ,CHENNAI,2,21,MADURAI,3,98731,SUSPENSE - OTHERS,-1366172.72,
1619,PALAYAMKOTTAI                           ,CHENNAI,2,21,MADURAI,3,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,12446,
1619,PALAYAMKOTTAI                           ,CHENNAI,2,21,MADURAI,3,98656,SUSP - SC CONTRA AC,2410452,
1645,AGRI COMM BRANCH AYYAMPALAYAM           ,CHENNAI,2,22,TRICHY,4,98728,SUSPENSE - ADHOC PAYMENTS,-17500,
1645,AGRI COMM BRANCH AYYAMPALAYAM           ,CHENNAI,2,22,TRICHY,4,98655,SUSP - SC CONTRA AC,10028,
1645,AGRI COMM BRANCH AYYAMPALAYAM           ,CHENNAI,2,22,TRICHY,4,98656,SUSP - SC CONTRA AC,-10028,
1645,AGRI COMM BRANCH AYYAMPALAYAM           ,CHENNAI,2,22,TRICHY,4,4597997,INB MISCELLANEOUS CREDIT IMPS,19,
1645,AGRI COMM BRANCH AYYAMPALAYAM           ,CHENNAI,2,22,TRICHY,4,98602,INTER OFFICE INSTRUMENTS AC,160580196.4,
1645,AGRI COMM BRANCH AYYAMPALAYAM           ,CHENNAI,2,22,TRICHY,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1060004.39,
1645,AGRI COMM BRANCH AYYAMPALAYAM           ,CHENNAI,2,22,TRICHY,4,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,24000,
1645,AGRI COMM BRANCH AYYAMPALAYAM           ,CHENNAI,2,22,TRICHY,4,98581,ATM CASH DISB-CUST AC NOT DEBITED,-900,
1669,KOTTUR(CHENNAI)                         ,CHENNAI,1,12,CHENNAI SOUTH,1,98746,SD - EXCESS CASH,2082.7,
1669,KOTTUR(CHENNAI)                         ,CHENNAI,1,12,CHENNAI SOUTH,1,3199844,ATM EXCESS CASH ACCOUNT,27488.2,
1669,KOTTUR(CHENNAI)                         ,CHENNAI,1,12,CHENNAI SOUTH,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,19700,
1669,KOTTUR(CHENNAI)                         ,CHENNAI,1,12,CHENNAI SOUTH,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,9390307.85,
1669,KOTTUR(CHENNAI)                         ,CHENNAI,1,12,CHENNAI SOUTH,1,98602,INTER OFFICE INSTRUMENTS AC,677645387.8,
1669,KOTTUR(CHENNAI)                         ,CHENNAI,1,12,CHENNAI SOUTH,1,98655,SUSP - SC CONTRA AC,462598,
1669,KOTTUR(CHENNAI)                         ,CHENNAI,1,12,CHENNAI SOUTH,1,98656,SUSP - SC CONTRA AC,-462598,
1669,KOTTUR(CHENNAI)                         ,CHENNAI,1,12,CHENNAI SOUTH,1,98731,SUSPENSE - OTHERS,-207995,
1669,KOTTUR(CHENNAI)                         ,CHENNAI,1,12,CHENNAI SOUTH,1,98728,SUSPENSE - ADHOC PAYMENTS,-14032,
1674,AGRI COMM BRANCH SATHYAMANGALAM         ,CHENNAI,3,31,COIMBATORE,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1328100.64,
1674,AGRI COMM BRANCH SATHYAMANGALAM         ,CHENNAI,3,31,COIMBATORE,3,98751,SUNDRY DEPOSITS-OTHERS,283395,
1674,AGRI COMM BRANCH SATHYAMANGALAM         ,CHENNAI,3,31,COIMBATORE,3,98576,SD . UNIDENTIFIED CREDITS . CASH B,2,
1674,AGRI COMM BRANCH SATHYAMANGALAM         ,CHENNAI,3,31,COIMBATORE,3,98602,INTER OFFICE INSTRUMENTS AC,180136397.8,
1674,AGRI COMM BRANCH SATHYAMANGALAM         ,CHENNAI,3,31,COIMBATORE,3,98656,SUSP - SC CONTRA AC,349740,
1674,AGRI COMM BRANCH SATHYAMANGALAM         ,CHENNAI,3,31,COIMBATORE,3,98731,SUSPENSE - OTHERS,-17832,
1674,AGRI COMM BRANCH SATHYAMANGALAM         ,CHENNAI,3,31,COIMBATORE,3,98655,SUSP - SC CONTRA AC,-349740,
1682,MANNADY (CHENNAI)                       ,CHENNAI,1,11,CHENNAI NORTH,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,9613628.37,
1682,MANNADY (CHENNAI)                       ,CHENNAI,1,11,CHENNAI NORTH,1,98602,INTER OFFICE INSTRUMENTS AC,537407336.9,
1682,MANNADY (CHENNAI)                       ,CHENNAI,1,11,CHENNAI NORTH,1,4599270,CASH POINT ADMIN DECREASE ACCOUNT,-1500000,
1682,MANNADY (CHENNAI)                       ,CHENNAI,1,11,CHENNAI NORTH,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,179400,
1682,MANNADY (CHENNAI)                       ,CHENNAI,1,11,CHENNAI NORTH,1,98731,SUSPENSE - OTHERS,-2501,
1683,WEST MAMBALAM (CHENNAI)                 ,CHENNAI,1,11,CHENNAI NORTH,2,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-138000,
